respondent_id,timestamp,department,systems_used,efficiency,practices,storage_cost_share_pct,automation_level,budget_deviation_pct,maturity_level,key_metrics
483,2025-10-15 21:00:00,Разработка / Продукты,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Контроль вычислительных мощностей,40,в основном автоматизировано,-4.1,системный подход,Egress/Network cost per TB
484,2025-10-03 08:00:00,Руководство / Менеджмент,Другое,умеренно,Централизация отчётности,40.6,в основном автоматизировано,14,системный подход,Query cost per user
485,2025-10-16 03:00:00,Разработка / Продукты,Озеро данных (Data Lake),умеренно,Мониторинг использования ресурсов,29.1,полностью вручную,4.4,развивающийся,Cost per analytic job
486,2025-10-09 14:00:00,IT / Инфраструктура,Озеро данных (Data Lake),умеренно,FinOps-подход,48.3,частично автоматизировано,-2.2,начальный уровень,Стоимость вычислительного часа (vCPU-hour)
487,2025-10-25 15:00:00,IT / Инфраструктура,Озеро данных (Data Lake),скорее неэффективно,FinOps-подход,32.8,частично вручную,5.5,установленные процессы,Cost per GB хранения
488,2025-10-18 11:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),эффективно,Не применяются,30,полностью вручную,1.2,установленные процессы,Стоимость лицензий BI
489,2025-10-06 17:00:00,Аналитика / Data Science,Гибридные (облако + локально),умеренно,FinOps-подход,44.4,полностью автоматизировано,28.9,системный подход,Query cost per user
490,2025-10-15 23:00:00,IT / Инфраструктура,Озеро данных (Data Lake),эффективно,Централизация отчётности,29.7,полностью автоматизировано,20.8,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
491,2025-10-01 01:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,FinOps-подход,37.4,в основном автоматизировано,11.9,установленные процессы,Стоимость лицензий BI
492,2025-10-18 04:00:00,Аналитика / Data Science,Гибридные (облако + локально),эффективно,Мониторинг использования ресурсов,29.8,частично вручную,26.8,установленные процессы,SLA penalties / downtime cost
493,2025-10-26 03:00:00,Разработка / Продукты,Локальные (on-premise) решения,максимально эффективно,Мониторинг использования ресурсов,5.8,частично вручную,12.8,начальный уровень,SLA penalties / downtime cost; Cost target 0.53 ₽/GB
494,2025-10-07 13:00:00,Финансы / Контроллинг,Локальные (on-premise) решения,эффективно,Мониторинг использования ресурсов,18.5,частично вручную,3.4,системный подход,Retention days / % архивируемых данных
495,2025-10-11 02:00:00,Аналитика / Data Science,Другое,эффективно,Централизация отчётности,41,частично автоматизировано,27.2,развивающийся,Cost per GB хранения
496,2025-10-26 20:00:00,IT / Инфраструктура,Локальные (on-premise) решения,эффективно,Автоматическое масштабирование,40.4,в основном автоматизировано,17.4,высокий уровень зрелости,Cost per GB хранения
497,2025-10-07 04:00:00,Разработка / Продукты,Локальные (on-premise) решения,неэффективно,Регулярный аудит неиспользуемых данных,31.1,в основном автоматизировано,1.6,развивающийся,Стоимость лицензий BI
498,2025-10-03 20:00:00,Разработка / Продукты,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Автоматическое масштабирование,30.6,в основном автоматизировано,10.1,развивающийся,Стоимость лицензий BI
499,2025-10-15 20:00:00,Операции / Бизнес-подразделение,Гибридные (облако + локально),умеренно,Мониторинг использования ресурсов,23.9,полностью автоматизировано,3.2,системный подход,Процент автоматизации отчётности
500,2025-10-02 01:00:00,Разработка / Продукты,Гибридные (облако + локально),скорее неэффективно,Мониторинг использования ресурсов,27.7,в основном автоматизировано,-1.8,установленные процессы,Egress/Network cost per TB
501,2025-10-01 15:00:00,Разработка / Продукты,Гибридные (облако + локально),умеренно,Централизация отчётности,20.9,полностью вручную,21.3,высокий уровень зрелости,Egress/Network cost per TB
502,2025-10-04 10:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",максимально эффективно,FinOps-подход,45.6,в основном автоматизировано,31.1,системный подход,Storage utilization %
503,2025-10-15 05:00:00,IT / Инфраструктура,Локальные (on-premise) решения,эффективно,Не применяются,36.5,в основном автоматизировано,-2,установленные процессы,Retention days / % архивируемых данных
504,2025-10-05 03:00:00,Аналитика / Data Science,Локальные (on-premise) решения,умеренно,Автоматическое масштабирование,50,полностью автоматизировано,17.6,развивающийся,Cost per dataset
505,2025-10-18 07:00:00,Операции / Бизнес-подразделение,Озеро данных (Data Lake),умеренно,Не применяются,18.4,в основном автоматизировано,5.5,установленные процессы,Egress/Network cost per TB
506,2025-10-14 18:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Автоматическое масштабирование,47.4,полностью автоматизировано,7.1,системный подход,Retention days / % архивируемых данных
507,2025-10-16 22:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",максимально эффективно,Контроль вычислительных мощностей,38.3,полностью автоматизировано,6.1,установленные процессы,Cost per analytic job
508,2025-10-08 20:00:00,Операции / Бизнес-подразделение,Озеро данных (Data Lake),умеренно,Мониторинг использования ресурсов,23.8,полностью вручную,3.4,высокий уровень зрелости,Egress/Network cost per TB
509,2025-10-13 05:00:00,Другое,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Централизация отчётности,35.8,в основном автоматизировано,12.5,установленные процессы,Egress/Network cost per TB
510,2025-10-10 13:00:00,Разработка / Продукты,Гибридные (облако + локально),эффективно,FinOps-подход,39.4,полностью автоматизировано,3.7,системный подход,Storage utilization %
511,2025-10-22 11:00:00,Разработка / Продукты,Другое,максимально эффективно,Контроль вычислительных мощностей,23.9,в основном автоматизировано,14.7,высокий уровень зрелости,Процент автоматизации отчётности
512,2025-10-25 06:00:00,Операции / Бизнес-подразделение,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Регулярный аудит неиспользуемых данных,26.9,частично автоматизировано,11.5,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
513,2025-10-09 16:00:00,IT / Инфраструктура,Гибридные (облако + локально),умеренно,Мониторинг использования ресурсов,20.3,полностью автоматизировано,9.6,системный подход,Retention days / % архивируемых данных
514,2025-10-18 09:00:00,Разработка / Продукты,Гибридные (облако + локально),скорее неэффективно,Централизация отчётности,16.8,частично автоматизировано,2.9,развивающийся,Процент автоматизации отчётности
515,2025-10-03 03:00:00,Финансы / Контроллинг,Гибридные (облако + локально),эффективно,FinOps-подход,38.6,полностью автоматизировано,6.2,начальный уровень,Egress/Network cost per TB
516,2025-10-18 04:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Регулярный аудит неиспользуемых данных,7.8,частично вручную,19.6,начальный уровень,Cost per analytic job
517,2025-10-21 10:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),умеренно,FinOps-подход,7.3,полностью автоматизировано,17,установленные процессы,Cost per dataset
518,2025-10-09 07:00:00,Финансы / Контроллинг,Другое,эффективно,Не применяются,30.9,частично автоматизировано,2.2,системный подход,Query cost per user
519,2025-10-23 22:00:00,Финансы / Контроллинг,Гибридные (облако + локально),эффективно,Мониторинг использования ресурсов,34.9,в основном автоматизировано,13,установленные процессы,Egress/Network cost per TB
520,2025-10-23 01:00:00,Руководство / Менеджмент,Локальные (on-premise) решения,скорее неэффективно,Мониторинг использования ресурсов,36.6,частично автоматизировано,19.5,развивающийся,Egress/Network cost per TB
521,2025-10-11 04:00:00,Разработка / Продукты,Гибридные (облако + локально),скорее неэффективно,Регулярный аудит неиспользуемых данных,24.2,полностью автоматизировано,-4.7,установленные процессы,Egress/Network cost per TB
522,2025-10-26 18:00:00,IT / Инфраструктура,Другое,умеренно,Контроль вычислительных мощностей,28.5,в основном автоматизировано,17.4,развивающийся,Cost per dataset
523,2025-10-03 10:00:00,Разработка / Продукты,Озеро данных (Data Lake),умеренно,Мониторинг использования ресурсов,27.5,в основном автоматизировано,5.4,установленные процессы,Retention days / % архивируемых данных
524,2025-10-22 21:00:00,IT / Инфраструктура,Другое,скорее неэффективно,Контроль вычислительных мощностей,8.7,полностью автоматизировано,17.7,начальный уровень,Процент автоматизации отчётности
525,2025-10-12 00:00:00,Другое,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Регулярный аудит неиспользуемых данных,24.4,полностью автоматизировано,4.4,развивающийся,Cost per analytic job
526,2025-10-10 05:00:00,Аналитика / Data Science,Гибридные (облако + локально),умеренно,Регулярный аудит неиспользуемых данных,42.4,полностью вручную,-6,установленные процессы,Cost per analytic job
527,2025-10-19 12:00:00,Операции / Бизнес-подразделение,Озеро данных (Data Lake),эффективно,Регулярный аудит неиспользуемых данных,38.5,частично вручную,-4.3,системный подход,Storage utilization %
528,2025-10-13 09:00:00,IT / Инфраструктура,Озеро данных (Data Lake),эффективно,Централизация отчётности,40.2,в основном автоматизировано,12.5,системный подход,Egress/Network cost per TB
529,2025-10-21 15:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Централизация отчётности,34.3,частично автоматизировано,-29.2,развивающийся,Query cost per user
530,2025-10-03 19:00:00,IT / Инфраструктура,Другое,максимально эффективно,Регулярный аудит неиспользуемых данных,22.7,полностью автоматизировано,3,начальный уровень,Query cost per user
531,2025-10-19 01:00:00,Разработка / Продукты,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Регулярный аудит неиспользуемых данных,39.5,в основном автоматизировано,18.4,установленные процессы,Cost per dataset; Cost target 0.46 ₽/GB
532,2025-10-21 02:00:00,IT / Инфраструктура,Озеро данных (Data Lake),максимально эффективно,Автоматическое масштабирование,19.6,полностью вручную,-4.6,установленные процессы,Storage utilization %; Cost target 0.51 ₽/GB
533,2025-10-23 11:00:00,Финансы / Контроллинг,Другое,скорее неэффективно,Мониторинг использования ресурсов,25.1,частично автоматизировано,11.3,системный подход,Query cost per user
534,2025-10-05 16:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Автоматическое масштабирование,66.2,частично автоматизировано,-0.1,установленные процессы,Egress/Network cost per TB
535,2025-10-03 03:00:00,IT / Инфраструктура,Локальные (on-premise) решения,эффективно,Контроль вычислительных мощностей,15.7,в основном автоматизировано,5.5,системный подход,Стоимость вычислительного часа (vCPU-hour)
536,2025-10-11 05:00:00,Операции / Бизнес-подразделение,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Централизация отчётности,17.7,частично вручную,12.5,высокий уровень зрелости,Процент автоматизации отчётности
537,2025-10-25 03:00:00,Разработка / Продукты,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Мониторинг использования ресурсов,33.4,частично вручную,3.4,развивающийся,Стоимость вычислительного часа (vCPU-hour)
538,2025-10-09 01:00:00,IT / Инфраструктура,Озеро данных (Data Lake),эффективно,Мониторинг использования ресурсов,49.4,полностью вручную,8.2,установленные процессы,Стоимость лицензий BI
539,2025-10-24 08:00:00,IT / Инфраструктура,Другое,неэффективно,Мониторинг использования ресурсов,34.5,полностью автоматизировано,22.1,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
540,2025-10-25 00:00:00,Руководство / Менеджмент,Гибридные (облако + локально),умеренно,Не применяются,8,в основном автоматизировано,6.2,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
541,2025-10-19 05:00:00,Финансы / Контроллинг,Другое,скорее неэффективно,Централизация отчётности,7.6,полностью автоматизировано,20.4,системный подход,Стоимость лицензий BI
542,2025-10-04 16:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Централизация отчётности,44.8,частично автоматизировано,0.7,установленные процессы,Storage utilization %
543,2025-10-15 07:00:00,IT / Инфраструктура,Гибридные (облако + локально),эффективно,Контроль вычислительных мощностей,29.3,частично автоматизировано,17.3,системный подход,SLA penalties / downtime cost
544,2025-10-01 21:00:00,Финансы / Контроллинг,Гибридные (облако + локально),максимально эффективно,Регулярный аудит неиспользуемых данных,25.9,полностью вручную,26.4,установленные процессы,SLA penalties / downtime cost
545,2025-10-07 10:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Контроль вычислительных мощностей,27.7,частично автоматизировано,-12.7,развивающийся,Egress/Network cost per TB
546,2025-10-26 20:00:00,IT / Инфраструктура,Озеро данных (Data Lake),скорее неэффективно,Не применяются,26.5,частично автоматизировано,4,системный подход,Cost per dataset
547,2025-10-21 04:00:00,Руководство / Менеджмент,Гибридные (облако + локально),умеренно,Контроль вычислительных мощностей,58.2,частично вручную,17.8,развивающийся,Стоимость лицензий BI
548,2025-10-20 19:00:00,IT / Инфраструктура,Другое,скорее неэффективно,Мониторинг использования ресурсов,20.9,полностью вручную,10,установленные процессы,Storage utilization %
549,2025-10-18 17:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Контроль вычислительных мощностей,32,в основном автоматизировано,15.7,развивающийся,Storage utilization %
550,2025-10-22 09:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",максимально эффективно,Мониторинг использования ресурсов,12.4,частично автоматизировано,6,установленные процессы,Cost per GB хранения
551,2025-10-16 17:00:00,Операции / Бизнес-подразделение,Локальные (on-premise) решения,умеренно,Автоматическое масштабирование,26.2,в основном автоматизировано,12.9,установленные процессы,Процент автоматизации отчётности
552,2025-10-01 18:00:00,Операции / Бизнес-подразделение,"BI-платформы (DataLens, Power BI, Tableau)",скорее неэффективно,Централизация отчётности,39.2,полностью автоматизировано,10.4,установленные процессы,Query cost per user
553,2025-10-22 07:00:00,IT / Инфраструктура,Гибридные (облако + локально),умеренно,FinOps-подход,15.3,частично автоматизировано,23.7,высокий уровень зрелости,Cost per analytic job
554,2025-10-02 14:00:00,IT / Инфраструктура,Другое,умеренно,Мониторинг использования ресурсов,21.4,полностью вручную,14.5,установленные процессы,Cost per GB хранения
555,2025-10-16 03:00:00,Разработка / Продукты,Озеро данных (Data Lake),эффективно,Регулярный аудит неиспользуемых данных,28.4,полностью автоматизировано,15.4,установленные процессы,Cost per dataset
556,2025-10-21 02:00:00,Разработка / Продукты,Локальные (on-premise) решения,умеренно,Контроль вычислительных мощностей,45.3,в основном автоматизировано,7.9,развивающийся,Cost per analytic job
557,2025-10-11 08:00:00,Операции / Бизнес-подразделение,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Централизация отчётности,61.9,частично вручную,7.1,начальный уровень,Cost per dataset
558,2025-10-18 10:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Автоматическое масштабирование,39.8,полностью вручную,7.7,установленные процессы,Query cost per user
559,2025-10-22 23:00:00,IT / Инфраструктура,Озеро данных (Data Lake),умеренно,Контроль вычислительных мощностей,13.7,полностью вручную,15.9,системный подход,Cost per dataset
560,2025-10-07 11:00:00,Руководство / Менеджмент,Гибридные (облако + локально),максимально эффективно,Контроль вычислительных мощностей,34.9,полностью автоматизировано,7.8,высокий уровень зрелости,SLA penalties / downtime cost
561,2025-10-10 20:00:00,Финансы / Контроллинг,Локальные (on-premise) решения,скорее неэффективно,FinOps-подход,31.9,полностью автоматизировано,14.9,установленные процессы,Cost per analytic job
562,2025-10-14 20:00:00,IT / Инфраструктура,Другое,эффективно,Регулярный аудит неиспользуемых данных,10.8,частично вручную,131,установленные процессы,Процент автоматизации отчётности
563,2025-10-02 02:00:00,Руководство / Менеджмент,Локальные (on-premise) решения,скорее неэффективно,Автоматическое масштабирование,47.4,в основном автоматизировано,20.7,начальный уровень,Стоимость лицензий BI
564,2025-10-19 23:00:00,Аналитика / Data Science,Гибридные (облако + локально),максимально эффективно,Регулярный аудит неиспользуемых данных,33.2,в основном автоматизировано,8.7,установленные процессы,Egress/Network cost per TB
565,2025-10-19 23:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Не применяются,14.9,частично автоматизировано,24,установленные процессы,Storage utilization %
566,2025-10-19 01:00:00,Аналитика / Data Science,Другое,эффективно,Регулярный аудит неиспользуемых данных,21.6,частично вручную,7.9,развивающийся,Cost per analytic job
567,2025-10-12 09:00:00,Финансы / Контроллинг,Гибридные (облако + локально),эффективно,Мониторинг использования ресурсов,25.7,полностью автоматизировано,-8.4,высокий уровень зрелости,Storage utilization %
568,2025-10-13 09:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",неэффективно,FinOps-подход,39.6,полностью автоматизировано,1.9,системный подход,Retention days / % архивируемых данных
569,2025-10-25 07:00:00,Разработка / Продукты,Другое,умеренно,Не применяются,25.1,частично автоматизировано,-26.8,высокий уровень зрелости,Query cost per user
570,2025-10-25 15:00:00,Аналитика / Data Science,Локальные (on-premise) решения,максимально эффективно,FinOps-подход,18.6,полностью автоматизировано,8.5,системный подход,Query cost per user
571,2025-10-24 17:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),максимально эффективно,Централизация отчётности,25.8,полностью автоматизировано,12.2,установленные процессы,Storage utilization %
572,2025-10-10 10:00:00,Разработка / Продукты,Озеро данных (Data Lake),эффективно,Не применяются,10,в основном автоматизировано,28.8,системный подход,Egress/Network cost per TB; Cost target 0.38 ₽/GB
573,2025-10-24 04:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Контроль вычислительных мощностей,26.1,частично вручную,15.3,установленные процессы,Storage utilization %
574,2025-10-19 07:00:00,Аналитика / Data Science,Другое,эффективно,Централизация отчётности,13.4,частично вручную,9.8,развивающийся,Cost per analytic job
575,2025-10-14 19:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",максимально эффективно,FinOps-подход,24.5,частично автоматизировано,20.3,системный подход,Cost per GB хранения
576,2025-10-16 03:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",максимально эффективно,Автоматическое масштабирование,25.3,частично вручную,-10.1,установленные процессы,Стоимость лицензий BI
577,2025-10-10 23:00:00,IT / Инфраструктура,Локальные (on-premise) решения,скорее неэффективно,Не применяются,33.1,частично автоматизировано,14.4,развивающийся,Retention days / % архивируемых данных
623,2025-10-12 09:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Мониторинг использования ресурсов,21.8,в основном автоматизировано,30.8,развивающийся,Storage utilization %
578,2025-10-22 20:00:00,Разработка / Продукты,Озеро данных (Data Lake),скорее неэффективно,Не применяются,22.7,частично автоматизировано,19.7,установленные процессы,Retention days / % архивируемых данных
579,2025-10-18 01:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Не применяются,23.2,в основном автоматизировано,-2.8,системный подход,Query cost per user
580,2025-10-13 09:00:00,IT / Инфраструктура,Локальные (on-premise) решения,умеренно,Централизация отчётности,43.8,полностью автоматизировано,23.4,установленные процессы,Cost per GB хранения; Cost target 0.81 ₽/GB
581,2025-10-17 13:00:00,Другое,Другое,умеренно,Контроль вычислительных мощностей,36.1,частично автоматизировано,15.4,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
582,2025-10-09 19:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Автоматическое масштабирование,31.6,полностью автоматизировано,7.8,установленные процессы,Cost per analytic job
583,2025-10-15 01:00:00,Операции / Бизнес-подразделение,Гибридные (облако + локально),умеренно,Регулярный аудит неиспользуемых данных,36.8,в основном автоматизировано,18.3,системный подход,SLA penalties / downtime cost
584,2025-10-23 17:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Мониторинг использования ресурсов,24.6,частично вручную,34.7,развивающийся,Стоимость лицензий BI; Cost target 0.6 ₽/GB
585,2025-10-19 21:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),скорее неэффективно,FinOps-подход,33.4,полностью автоматизировано,13.8,развивающийся,Процент автоматизации отчётности
586,2025-10-11 00:00:00,Финансы / Контроллинг,"BI-платформы (DataLens, Power BI, Tableau)",максимально эффективно,Мониторинг использования ресурсов,26.2,в основном автоматизировано,14.5,начальный уровень,Стоимость лицензий BI
587,2025-10-21 08:00:00,Аналитика / Data Science,Другое,скорее неэффективно,Централизация отчётности,9.3,частично вручную,7.4,системный подход,SLA penalties / downtime cost
588,2025-10-02 20:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Мониторинг использования ресурсов,16.8,полностью автоматизировано,3.5,системный подход,Cost per dataset
589,2025-10-13 12:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Контроль вычислительных мощностей,39.4,частично вручную,20.3,системный подход,Стоимость вычислительного часа (vCPU-hour); Cost target 0.39 ₽/GB
590,2025-10-12 21:00:00,Аналитика / Data Science,Другое,скорее неэффективно,Централизация отчётности,27.1,частично автоматизировано,3.4,установленные процессы,SLA penalties / downtime cost
591,2025-10-14 20:00:00,IT / Инфраструктура,Гибридные (облако + локально),умеренно,Регулярный аудит неиспользуемых данных,20.7,в основном автоматизировано,12.7,установленные процессы,Storage utilization %
592,2025-10-17 02:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Регулярный аудит неиспользуемых данных,33.3,в основном автоматизировано,7.2,высокий уровень зрелости,Процент автоматизации отчётности
593,2025-10-18 02:00:00,Аналитика / Data Science,Озеро данных (Data Lake),скорее неэффективно,Не применяются,24.4,полностью автоматизировано,16.8,установленные процессы,Query cost per user
594,2025-10-03 16:00:00,Руководство / Менеджмент,"BI-платформы (DataLens, Power BI, Tableau)",скорее неэффективно,Регулярный аудит неиспользуемых данных,30.8,частично автоматизировано,15.3,системный подход,Storage utilization %
595,2025-10-15 19:00:00,IT / Инфраструктура,Другое,эффективно,Автоматическое масштабирование,34.3,частично автоматизировано,22.4,установленные процессы,Стоимость лицензий BI
596,2025-10-04 13:00:00,Операции / Бизнес-подразделение,Гибридные (облако + локально),максимально эффективно,Не применяются,11.3,частично вручную,6.9,высокий уровень зрелости,Query cost per user
597,2025-10-20 11:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Мониторинг использования ресурсов,35.4,полностью автоматизировано,9.3,установленные процессы,Стоимость лицензий BI
598,2025-10-07 15:00:00,Разработка / Продукты,Другое,эффективно,Не применяются,40,частично вручную,-4.4,системный подход,Retention days / % архивируемых данных
599,2025-10-05 23:00:00,Разработка / Продукты,Другое,умеренно,Не применяются,17.6,частично автоматизировано,7.6,установленные процессы,Cost per GB хранения
601,2025-10-24 19:00:00,Разработка / Продукты,Другое,умеренно,Регулярный аудит неиспользуемых данных,39.5,в основном автоматизировано,19.6,установленные процессы,Стоимость лицензий BI
602,2025-10-16 03:00:00,Руководство / Менеджмент,Озеро данных (Data Lake),умеренно,Мониторинг использования ресурсов,16.7,частично автоматизировано,2.8,начальный уровень,SLA penalties / downtime cost
603,2025-10-11 19:00:00,Финансы / Контроллинг,Другое,умеренно,FinOps-подход,24.5,частично автоматизировано,20.7,установленные процессы,Cost per dataset
604,2025-10-12 15:00:00,Операции / Бизнес-подразделение,Другое,эффективно,Автоматическое масштабирование,32.3,в основном автоматизировано,25.6,установленные процессы,SLA penalties / downtime cost
605,2025-10-16 09:00:00,Разработка / Продукты,Локальные (on-premise) решения,эффективно,Централизация отчётности,28.5,частично вручную,16.1,установленные процессы,Cost per analytic job
606,2025-10-14 03:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",неэффективно,Мониторинг использования ресурсов,26,частично автоматизировано,30.8,развивающийся,Процент автоматизации отчётности; Cost target 0.19 ₽/GB
607,2025-10-17 19:00:00,Разработка / Продукты,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Регулярный аудит неиспользуемых данных,29.6,полностью вручную,4.3,развивающийся,Egress/Network cost per TB
608,2025-10-04 17:00:00,Разработка / Продукты,Другое,скорее неэффективно,Регулярный аудит неиспользуемых данных,39.1,полностью автоматизировано,-0.4,высокий уровень зрелости,Cost per dataset
609,2025-10-12 10:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Мониторинг использования ресурсов,45.1,частично автоматизировано,-5.8,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
610,2025-10-09 11:00:00,Операции / Бизнес-подразделение,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Регулярный аудит неиспользуемых данных,14,в основном автоматизировано,107.8,установленные процессы,Процент автоматизации отчётности
611,2025-10-17 21:00:00,Разработка / Продукты,Озеро данных (Data Lake),умеренно,FinOps-подход,30.5,в основном автоматизировано,18.5,установленные процессы,Cost per analytic job
612,2025-10-13 01:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Не применяются,9.3,полностью вручную,11.4,высокий уровень зрелости,Egress/Network cost per TB
613,2025-10-23 17:00:00,Разработка / Продукты,Другое,скорее неэффективно,Контроль вычислительных мощностей,43.2,в основном автоматизировано,14.8,развивающийся,Cost per analytic job
614,2025-10-07 17:00:00,Операции / Бизнес-подразделение,Другое,эффективно,Централизация отчётности,87.6,полностью автоматизировано,0.7,развивающийся,Cost per analytic job
615,2025-10-24 23:00:00,Разработка / Продукты,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,FinOps-подход,19.7,в основном автоматизировано,36.5,начальный уровень,Процент автоматизации отчётности
616,2025-10-01 17:00:00,Разработка / Продукты,Локальные (on-premise) решения,умеренно,Контроль вычислительных мощностей,45.1,полностью вручную,13.3,установленные процессы,SLA penalties / downtime cost
617,2025-10-25 20:00:00,Финансы / Контроллинг,Локальные (on-premise) решения,эффективно,Централизация отчётности,25.7,полностью вручную,13.1,установленные процессы,Storage utilization %
618,2025-10-21 21:00:00,Руководство / Менеджмент,Озеро данных (Data Lake),умеренно,FinOps-подход,2.2,полностью автоматизировано,19.3,высокий уровень зрелости,Cost per dataset
619,2025-10-17 18:00:00,Финансы / Контроллинг,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Централизация отчётности,26.2,в основном автоматизировано,16.8,установленные процессы,Retention days / % архивируемых данных
620,2025-10-15 02:00:00,IT / Инфраструктура,Гибридные (облако + локально),умеренно,Автоматическое масштабирование,47.1,полностью автоматизировано,14.2,начальный уровень,Egress/Network cost per TB
621,2025-10-14 05:00:00,Аналитика / Data Science,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Контроль вычислительных мощностей,20,частично автоматизировано,4.1,установленные процессы,Стоимость лицензий BI
622,2025-10-02 23:00:00,IT / Инфраструктура,Локальные (on-premise) решения,умеренно,Регулярный аудит неиспользуемых данных,28.8,в основном автоматизировано,16.7,развивающийся,Retention days / % архивируемых данных
624,2025-10-24 15:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Автоматическое масштабирование,23.9,частично автоматизировано,25.5,установленные процессы,Query cost per user
625,2025-10-05 16:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Не применяются,41,частично автоматизировано,27.9,установленные процессы,Cost per dataset
626,2025-10-13 10:00:00,Разработка / Продукты,Озеро данных (Data Lake),эффективно,Автоматическое масштабирование,33.2,частично автоматизировано,6.9,системный подход,Cost per analytic job
627,2025-10-04 20:00:00,Финансы / Контроллинг,Другое,максимально эффективно,FinOps-подход,29.3,полностью вручную,2.1,системный подход,Query cost per user
